semSeca,s0s4,s1s4,s2s4,s3s4,s4,mes,ano,uf
"86,78","13,22",0,0,0,0,3,2024,DF
"86,78","13,22","0,09",0,0,0,2,2024,DF
0,100,"0,09",0,0,0,1,2024,DF
0,100,"79,83",0,0,0,12,2023,DF
0,100,"45,3",0,0,0,11,2023,DF
"66,84","33,16",0,0,0,0,10,2023,DF
"99,96","0,04",0,0,0,0,9,2023,DF
"99,96","0,04",0,0,0,0,8,2023,DF
0,100,0,0,0,0,7,2023,DF
0,100,0,0,0,0,6,2023,DF
0,100,0,0,0,0,5,2023,DF
0,100,0,0,0,0,4,2023,DF
0,100,0,0,0,0,3,2023,DF
100,0,0,0,0,0,2,2023,DF
100,0,0,0,0,0,1,2023,DF
"95,75","4,25",0,0,0,0,12,2022,DF
0,100,0,0,0,0,11,2022,DF
0,100,100,0,0,0,10,2022,DF
0,100,100,0,0,0,9,2022,DF
0,100,100,0,0,0,8,2022,DF
0,100,100,0,0,0,7,2022,DF
0,100,100,0,0,0,6,2022,DF
0,100,0,0,0,0,5,2022,DF
0,100,0,0,0,0,4,2022,DF
100,0,0,0,0,0,3,2022,DF
100,0,0,0,0,0,2,2022,DF
100,0,0,0,0,0,1,2022,DF
"95,14","4,86",0,0,0,0,12,2021,DF
0,100,0,0,0,0,11,2021,DF
0,100,0,0,0,0,10,2021,DF
0,100,0,0,0,0,9,2021,DF
100,0,0,0,0,0,8,2021,DF
100,0,0,0,0,0,7,2021,DF
100,0,0,0,0,0,6,2021,DF
100,0,0,0,0,0,5,2021,DF
100,0,0,0,0,0,4,2021,DF
100,0,0,0,0,0,3,2021,DF
100,0,0,0,0,0,2,2021,DF
0,100,0,0,0,0,1,2021,DF
"58,35","41,65",0,0,0,0,12,2020,DF
"98,2","1,8",0,0,0,0,11,2020,DF
"98,2","1,8",0,0,0,0,10,2020,DF
0,100,0,0,0,0,9,2020,DF
"95,85","4,15",0,0,0,0,8,2020,DF
"98,15","1,85",0,0,0,0,7,2020,DF
