mapas,semSeca,s0s4,s1s4,s2s4,s3s4,s4,estado
Setembro de 2023,"83,41","16,59","1,71","0,19",0,0,Mato Grosso do Sul
Agosto de 2023,"86,23","13,77","2,74","0,19",0,0,Mato Grosso do Sul
Julho de 2023,"88,34","11,66","2,74","0,18",0,0,Mato Grosso do Sul
Junho de 2023,"84,53","15,47","2,74",0,0,0,Mato Grosso do Sul
Maio de 2023,"68,65","31,35","5,8",0,0,0,Mato Grosso do Sul
Abril de 2023,"60,35","39,65","20,53","1,21",0,0,Mato Grosso do Sul
Março de 2023,"49,77","50,23","32,51","9,07",0,0,Mato Grosso do Sul
Fevereiro de 2023,"38,33","61,67","39,62","21,28",0,0,Mato Grosso do Sul
Janeiro de 2023,"33,21","66,79","54,18","26,32","1,19",0,Mato Grosso do Sul
Dezembro de 2022,"33,02","66,98","54,35",30,"6,83",0,Mato Grosso do Sul
Novembro de 2022,"27,46","72,54","58,62","30,62","7,9",0,Mato Grosso do Sul
Outubro de 2022,"27,46","72,54","58,62","30,62","7,9",0,Mato Grosso do Sul
Setembro de 2022,"13,53","86,47","59,42","34,93","8,75","0,51",Mato Grosso do Sul
Agosto de 2022,"12,35","87,65","70,3","40,54","19,73","0,51",Mato Grosso do Sul
Julho de 2022,0,100,"87,17","50,36","25,53","0,51",Mato Grosso do Sul
Junho de 2022,0,100,"93,56","50,34","25,53","0,51",Mato Grosso do Sul
Maio de 2022,0,100,"99,79","53,48","25,53","0,51",Mato Grosso do Sul
Abril de 2022,0,100,100,"67,41","29,14","0,51",Mato Grosso do Sul
Março de 2022,0,100,100,"80,83","29,61","0,51",Mato Grosso do Sul
Fevereiro de 2022,0,100,100,"84,19","26,11","1,79",Mato Grosso do Sul
Janeiro de 2022,0,100,100,"77,26","22,45","3,64",Mato Grosso do Sul
Dezembro de 2021,0,100,100,"76,54","19,3","3,64",Mato Grosso do Sul
Novembro de 2021,0,100,100,"78,41","27,91","3,64",Mato Grosso do Sul
Outubro de 2021,0,100,100,"81,48","27,93","3,64",Mato Grosso do Sul
Setembro de 2021,0,100,100,"80,53","27,93","3,64",Mato Grosso do Sul
Agosto de 2021,0,100,100,"69,78","9,47",0,Mato Grosso do Sul
Julho de 2021,0,100,100,"66,06","9,41",0,Mato Grosso do Sul
Junho de 2021,0,100,"87,26","39,69","7,86",0,Mato Grosso do Sul
Maio de 2021,0,100,100,"33,29","4,87",0,Mato Grosso do Sul
Abril de 2021,0,100,"77,01","19,57","4,87",0,Mato Grosso do Sul
Março de 2021,0,100,"76,48","18,89","4,87",0,Mato Grosso do Sul
Fevereiro de 2021,0,100,"86,49","17,35","0,65",0,Mato Grosso do Sul
Janeiro de 2021,0,100,"92,88","42,71","5,37",0,Mato Grosso do Sul
Dezembro de 2020,0,100,100,"77,03","12,12",0,Mato Grosso do Sul
Novembro de 2020,0,100,100,"66,93","11,19",0,Mato Grosso do Sul
Outubro de 2020,0,100,100,"47,67","12,3",0,Mato Grosso do Sul
Setembro de 2020,0,100,100,"60,04","24,08",0,Mato Grosso do Sul
Agosto de 2020,0,100,100,"54,43","1,28",0,Mato Grosso do Sul
Julho de 2020,0,100,100,"48,72","1,28",0,Mato Grosso do Sul
Junho de 2025,"16,88","83,12","34,34","1,58",0,0,Minas Gerais
Maio de 2025,"16,93","83,07","37,43","1,57",0,0,Minas Gerais
Abril de 2025,"26,25","73,75","38,62","1,74",0,0,Minas Gerais
Março de 2025,0,100,"43,67",0,0,0,Minas Gerais
Fevereiro de 2025,0,100,"16,05",0,0,0,Minas Gerais
Janeiro de 2025,"61,66","38,34","9,55",0,0,0,Minas Gerais
Dezembro de 2024,"7,13","92,87","17,92",0,0,0,Minas Gerais
Novembro de 2024,0,100,"47,94","3,87",0,0,Minas Gerais
Outubro de 2024,0,100,"73,61","24,29",0,0,Minas Gerais
Setembro de 2024,0,100,"90,63","38,65","4,05",0,Minas Gerais
Agosto de 2024,0,100,"81,98","15,54",0,0,Minas Gerais
Julho de 2024,0,100,"33,32","5,13",0,0,Minas Gerais
Junho de 2024,"22,42","77,58","20,75",0,0,0,Minas Gerais
Maio de 2024,"42,98","57,02","17,1",0,0,0,Minas Gerais
Abril de 2024,"44,34","55,66","15,85",0,0,0,Minas Gerais
Março de 2024,"42,5","57,5","15,36",0,0,0,Minas Gerais
Fevereiro de 2024,"33,78","66,22","16,93",0,0,0,Minas Gerais
Janeiro de 2024,"11,33","88,67","20,73","0,15",0,0,Minas Gerais
Dezembro de 2023,"17,53","82,47","36,26","0,57",0,0,Minas Gerais
Novembro de 2023,"46,92","53,08","12,42","0,41",0,0,Minas Gerais
Outubro de 2023,"64,29","35,71","2,11",0,0,0,Minas Gerais
Setembro de 2023,"26,62","73,38","7,66",0,0,0,Minas Gerais
Agosto de 2023,"25,77","74,23","7,65",0,0,0,Minas Gerais
Julho de 2023,"17,96","82,04","12,47",0,0,0,Minas Gerais
Junho de 2023,"21,03","78,97","11,76",0,0,0,Minas Gerais
Maio de 2023,"21,09","78,91","12,13",0,0,0,Minas Gerais
Abril de 2023,"48,89","51,11","7,59",0,0,0,Minas Gerais
Março de 2023,"45,29","54,71","11,24",0,0,0,Minas Gerais
Fevereiro de 2023,"70,49","29,51","11,24","2,11",0,0,Minas Gerais
Janeiro de 2023,"68,04","31,96","13,1","7,52",0,0,Minas Gerais
Dezembro de 2022,"33,39","66,61","15,94","11,72","6,16",0,Minas Gerais
Novembro de 2022,"5,1","94,9","35,7","11,84","7,14",0,Minas Gerais
Outubro de 2022,"4,67","95,33","49,02","11,84","7,14","2,17",Minas Gerais
Setembro de 2022,"1,74","98,26","50,44","17,39","7,8","2,87",Minas Gerais
Agosto de 2022,0,100,"45,32","17,86","7,81","2,87",Minas Gerais
Julho de 2022,"11,56","88,44","37,08","17,86","7,81","2,87",Minas Gerais
Junho de 2022,"25,1","74,9","28,06","17,86","7,81","2,87",Minas Gerais
Maio de 2022,"50,72","49,28","27,51","17,86","7,81","2,87",Minas Gerais
Abril de 2022,"60,99","39,01","27,51","17,86","7,81","2,87",Minas Gerais
Março de 2022,"67,23","32,77","27,51","17,86","7,81","2,87",Minas Gerais
Fevereiro de 2022,"67,23","32,77","27,51","17,87","7,81","2,95",Minas Gerais
Janeiro de 2022,"59,7","40,3","30,4","23,32","10,51","2,94",Minas Gerais
Dezembro de 2021,"46,75","53,25","33,03",27,"13,8","3,09",Minas Gerais
Novembro de 2021,"9,06","90,94","48,45","27,58","15,6","3,09",Minas Gerais
Outubro de 2021,"1,26","98,74","67,54","31,08","17,77","3,09",Minas Gerais
Setembro de 2021,0,100,"78,49","33,18","17,77","3,09",Minas Gerais
Agosto de 2021,"0,02","99,98","67,3","31,17","14,93","2,74",Minas Gerais
Julho de 2021,"0,02","99,98","56,84","21,15","3,61","0,15",Minas Gerais
Junho de 2021,"16,25","83,75","41,13","15,71","3,47","0,15",Minas Gerais
Maio de 2021,"23,12","76,88","35,65","13,02","3,35","0,15",Minas Gerais
Abril de 2021,"39,25","60,75","29,8","13,02","3,35","0,09",Minas Gerais
Março de 2021,"39,4","60,6","29,79","12,13","3,29","0,09",Minas Gerais
Fevereiro de 2021,"44,9","55,1","28,24","12,13","2,95",0,Minas Gerais
Janeiro de 2021,"4,96","95,04","34,6","16,21","2,93",0,Minas Gerais
Dezembro de 2020,"29,31","70,69","27,04","11,21","2,98",0,Minas Gerais
Novembro de 2020,"35,23","64,77","30,73","18,09","2,96",0,Minas Gerais
Outubro de 2020,"34,27","65,73","30,27","16,93","2,96",0,Minas Gerais
Setembro de 2020,"18,32","81,68","33,15","15,12","2,92",0,Minas Gerais
Agosto de 2020,"31,98","68,02","24,74","8,01","2,92",0,Minas Gerais
Julho de 2020,"46,08","53,92","16,19","7,91","2,92",0,Minas Gerais
Junho de 2020,"48,47","51,53","17,84","4,44","2,67",0,Minas Gerais
Maio de 2020,"61,49","38,51","13,85","4,49","2,49",0,Minas Gerais
Abril de 2020,"60,2","39,8","26,34","3,45",0,0,Minas Gerais
Março de 2020,"58,51","41,49","28,1","3,96",0,0,Minas Gerais
Fevereiro de 2020,"49,32","50,68","32,79","14,63",0,0,Minas Gerais
Janeiro de 2020,"25,62","74,38","43,35","14,37",0,0,Minas Gerais
Dezembro 2019,"3,28","96,72","78,59","40,04",0,0,Minas Gerais
Novembro de 2019,"1,92","98,08","82,97","40,84",0,0,Minas Gerais
Outubro de 2019,"0,37","99,63","71,89","29,11",0,0,Minas Gerais
Setembro de 2019,"0,37","99,63","64,26","16,26",0,0,Minas Gerais
Agosto de 2019,"0,38","99,62","34,85","14,16",0,0,Minas Gerais
Julho de 2019,"21,62","78,38","32,12",0,0,0,Minas Gerais
Junho de 2019,"44,63","55,37","19,15",0,0,0,Minas Gerais
Maio de 2019,"56,29","43,71","12,89",0,0,0,Minas Gerais
Abril de 2019,"56,29","43,71",0,0,0,0,Minas Gerais
Março de 2019,"49,1","50,9","12,46",0,0,0,Minas Gerais
Fevereiro de 2019,"4,43","95,57","71,39","48,23","21,5","2,14",Minas Gerais
Janeiro de 2019,"41,44","58,56","19,17",0,0,0,Minas Gerais
Dezembro de 2018,"53,15","46,85","11,13",0,0,0,Minas Gerais
Novembro de 2018,"73,2","26,8","19,9",0,0,0,Minas Gerais
Junho de 2025,"96,88","3,12",0,0,0,0,Pará
Maio de 2025,100,0,0,0,0,0,Pará
Abril de 2025,100,0,0,0,0,0,Pará
Março de 2025,100,0,0,0,0,0,Pará
Fevereiro de 2025,"92,51","7,49",0,0,0,0,Pará
Janeiro de 2025,0,100,"25,19",0,0,0,Pará
Dezembro de 2024,0,100,"58,05","15,31",0,0,Pará
Novembro de 2024,0,100,"78,29","20,74",0,0,Pará
Outubro de 2024,0,100,"88,29","16,9",0,0,Pará
Setembro de 2024,0,100,"90,9","2,77",0,0,Pará
Agosto de 2024,0,100,"40,59","2,17",0,0,Pará
Julho de 2024,"16,3","83,7","24,42","0,9",0,0,Pará
Junho de 2024,"33,92","66,08","16,18","0,9",0,0,Pará
Maio de 2024,"32,53","67,47","31,12","0,9",0,0,Pará
Abril de 2024,"26,29","73,71","37,05","0,9",0,0,Pará
Março de 2024,"20,01","79,99","35,55","0,96",0,0,Pará
Fevereiro de 2024,"19,22","80,78","40,43","3,22",0,0,Pará
Janeiro de 2024,"15,6","84,4","44,22","7,57",0,0,Pará
Dezembro de 2023,"2,48","97,52","47,92","0,83",0,0,Pará
Novembro de 2023,0,100,"49,92","0,25",0,0,Pará
Outubro de 2023,"3,68","96,32","40,96","5,89",0,0,Pará
Setembro de 2023,"27,8","72,2","21,95","0,22",0,0,Pará
Agosto de 2023,"41,14","58,86","11,91","0,22",0,0,Pará
Julho de 2023,"52,13","47,87","9,68","0,22",0,0,Pará
Junho de 2023,"60,67","39,33","9,51","0,22",0,0,Pará
Maio de 2023,"72,07","27,93","7,01","0,22",0,0,Pará
Abril de 2023,"69,19","30,81","4,01","0,22",0,0,Pará
Junho de 2025,"12,68","87,32","77,52","51,91",0,0,Paraíba
Maio de 2025,"12,67","87,33","67,58","52,86",0,0,Paraíba
Abril de 2025,"0,03","99,97","62,87",0,0,0,Paraíba
Março de 2025,"8,48","91,52","25,08",0,0,0,Paraíba
Fevereiro de 2025,"8,48","91,52",0,0,0,0,Paraíba
Janeiro de 2025,0,100,0,0,0,0,Paraíba
Dezembro de 2024,0,100,"99,99",0,0,0,Paraíba
Novembro de 2024,0,100,"91,62",0,0,0,Paraíba
Outubro de 2024,0,100,"8,33",0,0,0,Paraíba
Setembro de 2024,0,100,0,0,0,0,Paraíba
Agosto de 2024,"54,85","45,15",0,0,0,0,Paraíba
Julho de 2024,"74,43","25,57",0,0,0,0,Paraíba
Junho de 2024,100,0,0,0,0,0,Paraíba
Maio de 2024,100,0,0,0,0,0,Paraíba
Abril de 2024,100,0,0,0,0,0,Paraíba
Março de 2024,"74,8","25,2",0,0,0,0,Paraíba
Fevereiro de 2024,"20,82","79,18","20,02",0,0,0,Paraíba
Janeiro de 2024,"16,82","83,18","61,73","0,94",0,0,Paraíba
Dezembro de 2023,"16,82","83,18","49,73",0,0,0,Paraíba
Novembro de 2023,"15,52","84,48","41,3",0,0,0,Paraíba
Outubro de 2023,"15,52","84,48","34,49",0,0,0,Paraíba
Setembro de 2023,"19,64","80,36","14,75",0,0,0,Paraíba
Agosto de 2023,"66,68","33,32","4,17",0,0,0,Paraíba
Julho de 2023,"75,42","24,58","4,17",0,0,0,Paraíba
Junho de 2023,"85,63","14,37",0,0,0,0,Paraíba
Maio de 2023,"65,76","34,24",0,0,0,0,Paraíba
Abril de 2023,"67,35","32,65",0,0,0,0,Paraíba
Março de 2023,"74,8","25,2",0,0,0,0,Paraíba
Fevereiro de 2023,"64,4","35,6","2,07",0,0,0,Paraíba
Janeiro de 2023,"92,59","7,41","2,07",0,0,0,Paraíba
Dezembro de 2022,"92,31","7,69","2,36",0,0,0,Paraíba
Novembro de 2022,"76,46","23,54","7,7",0,0,0,Paraíba
Outubro de 2022,"53,59","46,41","7,77",0,0,0,Paraíba
Setembro de 2022,"56,39","43,61","7,34",0,0,0,Paraíba
Agosto de 2022,"63,91","36,09","7,34",0,0,0,Paraíba
Julho de 2022,"64,93","35,07","13,02",0,0,0,Paraíba
Junho de 2022,"57,53","42,47","28,98",0,0,0,Paraíba
Maio de 2022,"50,42","49,58","30,34",0,0,0,Paraíba
Abril de 2022,"37,93","62,07","57,43","24,28",0,0,Paraíba
Março de 2022,"34,16","65,84","57,43","22,27",0,0,Paraíba
Fevereiro de 2022,"14,39","85,61","64,13","32,52",0,0,Paraíba
Janeiro de 2022,"14,69","85,31","64,13","33,06",0,0,Paraíba
Dezembro de 2021,0,100,"65,85","33,37",0,0,Paraíba
Novembro de 2021,0,100,"66,55","40,22",0,0,Paraíba
Outubro de 2021,0,100,"66,38","27,2",0,0,Paraíba
Setembro de 2021,0,100,"61,64","26,91",0,0,Paraíba
Agosto de 2021,0,100,"61,64","26,91",0,0,Paraíba
Julho de 2021,0,100,"60,47","25,68",0,0,Paraíba
Junho de 2021,0,100,"57,26","21,07",0,0,Paraíba
Maio de 2021,"13,24","86,76","56,77","5,38",0,0,Paraíba
Abril de 2021,"12,69","87,31","55,02","5,38",0,0,Paraíba
Março de 2021,0,100,"62,62","0,34",0,0,Paraíba
Fevereiro de 2021,0,100,"58,27",0,0,0,Paraíba
Janeiro de 2021,0,100,"46,06",0,0,0,Paraíba
Dezembro de 2020,"17,34","82,66","36,61",0,0,0,Paraíba
Novembro de 2020,"18,33","81,67","30,38",0,0,0,Paraíba
Outubro de 2020,"1,03","98,97","30,26",0,0,0,Paraíba
Setembro de 2020,"38,93","61,07","16,43",0,0,0,Paraíba
Agosto de 2020,"53,97","46,03","7,67",0,0,0,Paraíba
Julho de 2020,"74,18","25,82",0,0,0,0,Paraíba
Junho de 2020,"60,37","39,63",0,0,0,0,Paraíba
Maio de 2020,"45,29","54,71","15,64",0,0,0,Paraíba
Abril de 2020,"24,78","75,22","23,71",0,0,0,Paraíba
Março de 2020,"0,13","99,87","65,64",0,0,0,Paraíba
Fevereiro de 2020,"0,12","99,88","98,93","46,21",0,0,Paraíba
Janeiro de 2020,0,100,"95,05","64,93",0,0,Paraíba
Dezembro 2019,"0,01","99,99","83,54","63,33",0,0,Paraíba
Novembro de 2019,"8,29","91,71","83,54","51,32",0,0,Paraíba
Outubro de 2019,"12,54","87,46","75,8","9,01",0,0,Paraíba
Setembro de 2019,"17,7","82,3","63,03","8,91",0,0,Paraíba
Agosto de 2019,"17,65","82,35","63,11","8,91",0,0,Paraíba
Julho de 2019,"9,29","90,71","69,48","10,98",0,0,Paraíba
Junho de 2019,"9,29","90,71","75,08","29,97",0,0,Paraíba
Maio de 2019,"8,81","91,19","70,07","29,56",0,0,Paraíba
Abril de 2019,"8,81","91,19","70,06","23,45",0,0,Paraíba
Março de 2019,"0,15","99,85","92,93","47,08",0,0,Paraíba
Fevereiro de 2019,0,100,"92,92","89,16","26,54",0,Paraíba
Janeiro de 2019,0,100,"92,92","90,01","27,52",0,Paraíba
Dezembro de 2018,0,100,"94,71","90,84","27,52",0,Paraíba
Novembro de 2018,0,100,"94,75","90,84","42,65",0,Paraíba
Outubro de 2018,0,100,"94,75","90,84","44,2",0,Paraíba
Setembro de 2018 ,0,100,"93,09","86,75","10,95",0,Paraíba
Agosto de 2018,0,100,"88,62","67,23",0,0,Paraíba
Julho de 2018,0,100,"87,2","58,31",0,0,Paraíba
Junho de 2018,"6,57","93,43","68,62","9,59",0,0,Paraíba
Maio de 2018,"7,02","92,98","52,15","6,62",0,0,Paraíba
Abril de 2018,"7,02","92,98","86,55","38,01",0,0,Paraíba
Março de 2018,"7,02","92,98","86,72","81,78","31,61",0,Paraíba
Fevereiro de 2018,"6,14","93,86","89,9","83,45","40,64","28,49",Paraíba
Janeiro de 2018,0,100,100,"89,61","78,16","67,46",Paraíba
Dezembro de 2017,0,100,100,"89,03","78,16","67,77",Paraíba
Novembro de 2017,0,100,"93,13","83,66","78,16","53,6",Paraíba
Outubro de 2017,"1,66","98,34","90,84","83,01","75,71","38,73",Paraíba
Setembro de 2017,"1,73","98,27","89,97","81,93","71,05","0,35",Paraíba
Agosto de 2017,"1,71","98,29","85,31","81,37","71,03",0,Paraíba
Julho de 2017,0,100,"86,24","82,97","47,22","26,41",Paraíba
Junho de 2017,0,100,"86,24","82,97","47,22","26,41",Paraíba
Maio de 2017,0,100,100,100,"43,93","28,99",Paraíba
Abril de 2017,0,100,100,100,"56,62","31,79",Paraíba
Março de 2017,0,100,100,100,"91,03","72,36",Paraíba
Fevereiro de 2017,0,100,100,100,100,"83,14",Paraíba
Janeiro de 2017,0,100,100,100,100,"89,59",Paraíba
Dezembro de 2016,0,100,100,100,100,"89,59",Paraíba
Novembro de 2016,0,100,100,100,100,"89,59",Paraíba
Outubro de 2016,0,100,100,100,"94,36","81,34",Paraíba
Setembro de 2016,0,100,100,"98,67","89,45","67,38",Paraíba
Agosto de 2016,0,100,"98,83","89,29","86,12","35,12",Paraíba
Julho de 2016,0,100,"96,22","87,8","82,34","29,28",Paraíba
Junho de 2016,"6,51","93,49","87,64","79,29","35,84",0,Paraíba
Maio de 2016,"9,74","90,26","80,58","74,34","21,55",0,Paraíba
Abril de 2016,"12,29","87,71","80,38","46,32","8,41",0,Paraíba
Março de 2016,"16,98","83,02","80,23","44,41","8,41",0,Paraíba
Fevereiro de 2016,"11,84","88,16","82,45","80,02","74,07",0,Paraíba
Janeiro de 2016,"11,84","88,16","82,45","80,02","73,81",0,Paraíba
Dezembro de 2015,0,100,"91,46","86,3","82,35","67,37",Paraíba
Novembro de 2015,0,100,100,"87,77","82,73","66,34",Paraíba
Outubro de 2015,0,100,"94,05","85,71","81,62","54,63",Paraíba
Setembro de 2015,0,100,"90,71","83,78","71,76","14,33",Paraíba
Agosto de 2015,0,100,"90,71","83,78","71,76","14,23",Paraíba
Julho de 2015,"1,73","98,27","93,64","84,03","71,76","12,03",Paraíba
Junho de 2015,0,100,"97,78","95,24","85,15","10,5",Paraíba
Maio de 2015,0,100,"96,19","91,01","45,92","8,71",Paraíba
Abril de 2015,"0,13","99,87","96,27","90,83","46,17","10,01",Paraíba
Março de 2015,"0,96","99,04","86,06","77,72","45,42","7,21",Paraíba
Fevereiro de 2015,0,100,"86,31",78,"50,78","4,63",Paraíba
Janeiro de 2015,"0,79","99,21","86,26","78,23","46,31","0,09",Paraíba
Dezembro de 2014,"14,89","85,11","81,81","64,05","12,84","0,23",Paraíba
Novembro de 2014,"15,18","84,82","81,21","58,76","3,87","0,16",Paraíba
Outubro de 2014,0,100,"78,1","12,65","2,77","0,13",Paraíba
Setembro de 2014,0,100,"47,5","8,06",0,0,Paraíba
Agosto de 2014,0,100,"67,95","32,02","15,59",0,Paraíba
Julho de 2014,0,100,"53,67","7,77","1,17",0,Paraíba
Junho de 2025,"47,61","52,39","18,76",0,0,0,Paraná
Maio de 2025,"25,43","74,57","39,62",0,0,0,Paraná
Abril de 2025,"26,37","73,63","26,62",0,0,0,Paraná
Março de 2025,"26,37","73,63","24,29",0,0,0,Paraná
Fevereiro de 2025,"48,5","51,5","18,18","0,56",0,0,Paraná
Janeiro de 2025,"58,46","41,54","18,18","0,55",0,0,Paraná
Dezembro de 2024,"56,64","43,36","19,9","0,82",0,0,Paraná
Novembro de 2024,"27,53","72,47","51,41","20,6",0,0,Paraná
Outubro de 2024,"27,53","72,47","50,6","23,56",0,0,Paraná
Setembro de 2024,"27,53","72,47","49,68",0,0,0,Paraná
Agosto de 2024,"27,82","72,18","49,68",0,0,0,Paraná
Julho de 2024,"38,71","61,29","32,51",0,0,0,Paraná
Junho de 2024,"39,71","60,29","26,32",0,0,0,Paraná
Maio de 2024,"39,7","60,3","10,44",0,0,0,Paraná
Abril de 2024,"47,15","52,85","10,44",0,0,0,Paraná
Março de 2024,"50,1","49,9","10,43",0,0,0,Paraná
Fevereiro de 2024,"69,85","30,15",0,0,0,0,Paraná
Janeiro de 2024,100,0,0,0,0,0,Paraná
Dezembro de 2023,100,0,0,0,0,0,Paraná
Novembro de 2023,100,0,0,0,0,0,Paraná
Outubro de 2023,100,0,0,0,0,0,Paraná
Setembro de 2023,"86,62","13,38",0,0,0,0,Paraná
Agosto de 2023,100,0,0,0,0,0,Paraná
Julho de 2023,100,0,0,0,0,0,Paraná
Junho de 2023,"95,25","4,75",0,0,0,0,Paraná
Maio de 2023,100,0,0,0,0,0,Paraná
Abril de 2023,100,0,0,0,0,0,Paraná
Março de 2023,100,0,0,0,0,0,Paraná
Fevereiro de 2023,"96,1","3,9",0,0,0,0,Paraná
Janeiro de 2023,"77,64","22,36","3,93",0,0,0,Paraná
Dezembro de 2022,"68,96","31,04","18,04",0,0,0,Paraná
Novembro de 2022,"62,55","37,45","26,1",0,0,0,Paraná
Outubro de 2022,"62,55","37,45","26,1",0,0,0,Paraná
Setembro de 2022,"52,36","47,64","34,59","18,05",0,0,Paraná
Agosto de 2022,"43,53","56,47","46,88","23,56",0,0,Paraná
Julho de 2022,"32,23","67,77","46,92","23,56",0,0,Paraná
Junho de 2022,"31,27","68,73","46,93","23,56",0,0,Paraná
Maio de 2022,"2,21","97,79","57,92","23,56",0,0,Paraná
Abril de 2022,"2,21","97,79","96,28","25,65",0,0,Paraná
Março de 2022,"2,1","97,9","96,28","89,06","3,91",0,Paraná
Fevereiro de 2022,"2,1","97,9","96,27","90,9","3,91",0,Paraná
Janeiro de 2022,"2,1","97,9","96,27","90,9",0,0,Paraná
Dezembro de 2021,"2,1","97,9","96,81","73,68",0,0,Paraná
Novembro de 2021,"2,1","97,9","96,81","47,04",0,0,Paraná
Outubro de 2021,"2,11","97,89","96,81","34,72",0,0,Paraná
Setembro de 2021,"2,1","97,9","96,79","65,75",0,0,Paraná
Agosto de 2021,"2,05","97,95","96,8","64,12",0,0,Paraná
Julho de 2021,0,100,"97,92","55,96",0,0,Paraná
Junho de 2021,"2,08","97,92","96,65","49,24",0,0,Paraná
Maio de 2021,"2,09","97,91","96,65","46,39",0,0,Paraná
Abril de 2021,"2,09","97,91","86,95","40,92",0,0,Paraná
Março de 2021,"2,09","97,91","72,43","18,56",0,0,Paraná
Fevereiro de 2021,0,100,"99,92","36,28",0,0,Paraná
Janeiro de 2021,0,100,100,"39,78",0,0,Paraná
Dezembro de 2020,0,100,100,"97,72","4,79",0,Paraná
Novembro de 2020,0,100,100,"99,98","14,06",0,Paraná
Outubro de 2020,0,100,100,"82,22","8,6",0,Paraná
Setembro de 2020,0,100,100,"69,77","8,6",0,Paraná
Agosto de 2020,0,100,100,"69,75","8,61",0,Paraná
Junho de 2025,"6,74","93,26","73,45","39,82",0,0,Pernambuco
Maio de 2025,"6,75","93,25","88,82","60,55",0,0,Pernambuco
Abril de 2025,0,100,"88,82","32,86",0,0,Pernambuco
Março de 2025,0,100,"75,37","6,06",0,0,Pernambuco
Fevereiro de 2025,0,100,"26,33",0,0,0,Pernambuco
Janeiro de 2025,0,100,"32,81",0,0,0,Pernambuco
Dezembro de 2024,0,100,100,"12,8",0,0,Pernambuco
Novembro de 2024,0,100,"95,42","0,03",0,0,Pernambuco
Outubro de 2024,0,100,"64,35","7,08",0,0,Pernambuco
Setembro de 2024,0,100,"25,83",0,0,0,Pernambuco
Agosto de 2024,"40,02","59,98","20,99",0,0,0,Pernambuco
Julho de 2024,"55,01","44,99",0,0,0,0,Pernambuco
Junho de 2024,"82,65","17,35",0,0,0,0,Pernambuco
Maio de 2024,"86,07","13,93",0,0,0,0,Pernambuco
Abril de 2024,"88,06","11,94",0,0,0,0,Pernambuco
Março de 2024,"25,62","74,38","11,69",0,0,0,Pernambuco
Fevereiro de 2024,"18,5","81,5","43,09",0,0,0,Pernambuco
Janeiro de 2024,"15,67","84,33","65,36","10,75",0,0,Pernambuco
Dezembro de 2023,"15,67","84,33","61,27","2,61",0,0,Pernambuco
Novembro de 2023,"15,68","84,32","53,49","2,6",0,0,Pernambuco
Outubro de 2023,"15,68","84,32","40,99",0,0,0,Pernambuco
Setembro de 2023,"18,89","81,11",0,0,0,0,Pernambuco
Agosto de 2023,"33,47","66,53",0,0,0,0,Pernambuco
Julho de 2023,"62,17","37,83",0,0,0,0,Pernambuco
Junho de 2023,88,12,0,0,0,0,Pernambuco
Maio de 2023,"75,4","24,6",0,0,0,0,Pernambuco
Abril de 2023,"74,42","25,58",0,0,0,0,Pernambuco
Março de 2023,"74,72","25,28",0,0,0,0,Pernambuco
Fevereiro de 2023,"74,16","25,84",0,0,0,0,Pernambuco
Janeiro de 2023,100,0,0,0,0,0,Pernambuco
Dezembro de 2022,100,0,0,0,0,0,Pernambuco
Novembro de 2022,100,0,0,0,0,0,Pernambuco
Outubro de 2022,"54,98","45,02",0,0,0,0,Pernambuco
Setembro de 2022,"39,47","60,53",0,0,0,0,Pernambuco
Agosto de 2022,"39,94","60,06",0,0,0,0,Pernambuco
Julho de 2022,"46,62","53,38","1,57",0,0,0,Pernambuco
Junho de 2022,"36,59","63,41","15,53",0,0,0,Pernambuco
Maio de 2022,"29,05","70,95","16,74",0,0,0,Pernambuco
Abril de 2022,"15,32","84,68","37,91",0,0,0,Pernambuco
Março de 2022,"8,34","91,66","37,91",0,0,0,Pernambuco
Fevereiro de 2022,"7,06","92,94","42,26",0,0,0,Pernambuco
Janeiro de 2022,"11,31","88,69","42,26",0,0,0,Pernambuco
Dezembro de 2021,"6,47","93,53","62,04",0,0,0,Pernambuco
Novembro de 2021,"6,47","93,53","75,59","6,85",0,0,Pernambuco
Outubro de 2021,0,100,"66,38","27,2",0,0,Pernambuco
Setembro de 2021,"6,82","93,18","66,05","6,87",0,0,Pernambuco
Agosto de 2021,"12,49","87,51","66,05","1,35",0,0,Pernambuco
Julho de 2021,"7,24","92,76","66,12",0,0,0,Pernambuco
Junho de 2021,"7,75","92,25","64,77",0,0,0,Pernambuco
Maio de 2021,"21,42","78,58","62,22",0,0,0,Pernambuco
Abril de 2021,"14,98","85,02","62,22","3,77",0,0,Pernambuco
Março de 2021,0,100,"71,43","3,77",0,0,Pernambuco
Fevereiro de 2021,0,100,"54,23",0,0,0,Pernambuco
Janeiro de 2021,0,100,"36,67",0,0,0,Pernambuco
Dezembro de 2020,"23,74","76,26","9,13",0,0,0,Pernambuco
Novembro de 2020,"23,7","76,3","2,28",0,0,0,Pernambuco
Outubro de 2020,"19,96","80,04","5,06",0,0,0,Pernambuco
Setembro de 2020,"29,28","70,72","2,27",0,0,0,Pernambuco
Agosto de 2020,"45,71","54,29",0,0,0,0,Pernambuco
Julho de 2020,"62,32","37,68",0,0,0,0,Pernambuco
Junho de 2020,"56,62","43,38",0,0,0,0,Pernambuco
Maio de 2020,"41,28","58,72","4,35",0,0,0,Pernambuco
